STATE ABBREVIATION,STATE,DISTRICT,DISTRICT00,SPECIAL,JUNGLE,OPEN,ID_NUMCANDIDATES,ID_DISTRICTIDEOLOGY,NUMCANDIDATES,FECID,DISBURSEMENTS,TOTALDISBURSEMENT,DISBURSEMENTRATIO,INCUMBENT,CLOSEDSEAT,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME STANDARD,CANDIDATE NAME COMMA,PARTY,USERNAME,FOLLOWING,DWNOMINATE,CANDIDATEIDEOLOGY,RELIABLE,DISTRICTIDEOLOGY,PRIMARY VOTES,PRIMARY %,PRIMARYPERCENT,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
RI,Rhode Island,2,02,,0,0,RI02R,RI2R,1,H6RI02284,0,0.00,0.00,0,0,Salvatore G.,Caiozzo,Salvatore G. Caiozzo,"Caiozzo, Salvatore G.",R,salforcongress,2067,n/a,0.68,1,32.57515723,"15,398",1.00,100.00,,,"72,271",36.28%,,,,
SC,South Carolina,1,01,,0,1,SC01D,SC1D,2,H8SC01132,4475,162603.92,0.03,0,0,Toby,Smith,Toby Smith,"Smith, Toby",D,n/a,0,n/a,n/a,1,55.19577465,"9,366",0.29,28.50,,,,,,,,
SC,South Carolina,1,01,,0,1,SC01D,SC1D,2,H8SC01116,158129,162603.92,0.97,0,0,Joe,Cunningham,Joe Cunningham,"Cunningham, Joe",D,JoeCunninghamSC,217,-0.119,-1.58,1,55.19577465,"23,493",0.71,71.50,,,"145,455",50.60%,,,W,
MO,Missouri,7,07,,0,1,MO07R,MO7R,4,H0MO07113,31747,31990.65,0.99,1,1,Billy,Long,Billy Long,"Long, Billy",R,auctnr1,5000,0.545,0.45,1,n/a,"68,826",0.65,65.13,,,"196,343",66.23%,,,W,
SC,South Carolina,1,01,,0,1,SC01R,SC1R,3,H8SC01124,215910,483161.46,0.45,0,1,Katie,Arrington,Katie Arrington,"Arrington, Katie",R,karringtonsc,798,n/a,0.62,1,22.61911263,"33,153",0.51,50.55,,,"141,473",49.22%,,,,
SC,South Carolina,2,02,,0,1,SC02D,SC2D,3,H8SC02114,4119,15353.95,0.27,0,0,Annabelle,Robertson,Annabelle Robertson,"Robertson, Annabelle",D,Annabelle4SC,3315,n/a,-1.63,1,55.03823009,"14,168",0.42,41.81,"5,016",46.66%,,,,,,
SC,South Carolina,2,02,,0,1,SC02D,SC2D,3,H8SC02106,11235,15353.95,0.73,0,0,Sean,Carrigan,Sean Carrigan,"Carrigan, Sean",D,votecarrigan,1928,n/a,-2.21,1,55.03823009,"13,496",0.40,39.82,"5,733",53.34%,"109,199",42.47%,,,,
SC,South Carolina,2,02,,0,1,SC02D,SC2D,3,H8SC02098,0,15353.95,0.00,0,0,Phil,Black,Phil Black,"Black, Phil",D,congressphil,21,n/a,n/a,1,55.03823009,"6,225",0.18,18.37,,,,,,,,
SC,South Carolina,3,03,,0,1,SC03D,SC3D,2,H8SC03070,39276,43848.98,0.90,0,0,Mary,Geren,Mary Geren,"Geren, Mary",D,MaryGeren,491,n/a,-2.69,1,50.86726457,"12,971",0.70,69.73,,,"70,046",30.97%,,,,
SC,South Carolina,3,03,,0,1,SC03D,SC3D,2,H4SC03111,4573,43848.98,0.10,0,0,Hosea,Cleveland,Hosea Cleveland,"Cleveland, Hosea",D,ClevelandHosea,393,n/a,-2.71,1,50.86726457,"5,630",0.30,30.27,,,,,,,,
SC,South Carolina,4,04,,0,1,SC04D,SC4D,5,H8SC04359,62755,89580.31,0.70,0,0,Eric,Graben,Eric Graben,"Graben, Eric",D,n/a,0,n/a,n/a,1,53.06586345,"6,174",0.26,25.72,,,,,,,,
SC,South Carolina,4,04,,0,1,SC04D,SC4D,5,H8SC04227,10228,89580.31,0.11,0,0,Doris Lee,Turner,Doris Lee Turner,"Turner, Doris Lee",D,VoteLeeTurner,3352,n/a,-1.74,1,53.06586345,"7,070",0.29,29.46,"4,340",37.95%,,,,,,
SC,South Carolina,4,04,,0,1,SC04D,SC4D,5,H8SC04300,16597,89580.31,0.19,0,0,Brandon P.,Brown,Brandon P. Brown,"Brown, Brandon P.",D,brown_congress,0,n/a,n/a,1,53.06586345,"6,833",0.28,28.47,"7,097",62.05%,"89,182",36.56%,,,,
SC,South Carolina,4,04,,0,1,SC04R,SC4R,9,H8SC04342,31484,1103117.29,0.03,0,0,Lee,Bright,Lee Bright,"Bright, Lee",R,leebright,4755,n/a,1.08,1,20.10593047,"16,742",0.25,24.95,"31,236",45.71%,,,,,,
SC,South Carolina,4,04,,0,1,SC04R,SC4R,9,H8SC04250,976753,1103117.29,0.89,0,0,William,Timmons,William Timmons,"Timmons, William",R,votetimmons,629,0.592,0.76,1,20.10593047,"12,885",0.19,19.21,"37,096",54.29%,"145,321",59.57%,,,W,
SC,South Carolina,4,04,,0,1,SC04R,SC4R,9,H8SC04276,94880,1103117.29,0.09,0,0,Dan,Hamilton,Dan Hamilton,"Hamilton, Dan",R,dphamilton,4447,n/a,0.77,1,20.10593047,"12,494",0.19,18.62,,,,,,,,
SC,South Carolina,5,05,,0,1,SC05D,SC5D,4,H8SC05265,0,119586.33,0.00,0,0,Sidney,Moore,Sidney Moore,"Moore, Sidney",D,jamooreforsc15,1245,n/a,-2.25,1,49.35600506,"4,766",0.17,17.17,,,,,,,,
SC,South Carolina,5,05,,0,1,SC05D,SC5D,4,H8SC05174,119586,119586.33,1.00,0,0,Archie,Parnell,Archie Parnell,"Parnell, Archie",D,ArchieParnellJr,3514,n/a,-1.46,1,49.35600506,"16,648",0.60,59.96,,,"103,129",41.49%,,,,
SC,South Carolina,7,07,,0,1,SC07D,SC7D,4,H8SC07055,49179,70680.96,0.70,0,0,Bill,Hopkins,Bill Hopkins,"Hopkins, Bill",D,billhopkinssc,252,n/a,-2.37,1,49.00049456,"6,122",0.18,17.78,,,,,,,,
SC,South Carolina,7,07,,0,1,SC07D,SC7D,4,H8SC07063,7149,70680.96,0.10,0,0,Robert,Williams,Robert Williams,"Williams, Robert",D,reprqwilliams,0,n/a,n/a,1,49.00049456,"14,222",0.41,41.30,"7,729",51.40%,"96,564",40.31%,,,,
SC,South Carolina,7,07,,0,1,SC07D,SC7D,4,H6SC07018,14352,70680.96,0.20,0,0,Mal,Hyman,Mal Hyman,"Hyman, Mal",D,Mal4Congress,672,n/a,n/a,1,49.00049456,"10,225",0.30,29.70,"7,309",48.60%,,,,,,
AR,Arkansas,4,04,,0,1,AR04R,AR4R,2,H4AR04048,129148,244215.33,0.53,1,1,Bruce,Westerman,Bruce Westerman,"Westerman, Bruce",R,bruce_westerman,287,0.548,1.18,0,23.22450331,"40,201",0.80,79.84,,,"136,740",66.74%,,,W,
SC,South Carolina,7,07,,0,1,SC07R,SC7R,2,H8SC07071,5569,52547.71,0.11,0,1,Larry Guy,Hammond,Larry Guy Hammond,"Hammond, Larry Guy",R,larryguyhammond,4014,n/a,n/a,1,22.1591051,"7,532",0.16,16.42,,,,,,,,
SD,South Dakota,1,01,,0,0,SD01R,SD1R,3,H8SD01063,212162,580645.11,0.37,0,0,Shantel,Krebs,Shantel Krebs,"Krebs, Shantel",R,soskrebs,0,n/a,n/a,1,29.93327325,"29,551",0.29,29.34,,,,,,,,
SD,South Dakota,1,01,,0,0,SD01R,SD1R,3,H8SD00024,114589,580645.11,0.20,0,0,Neal,Tapio,Neal Tapio,"Tapio, Neal",R,RealNealTapio,151,n/a,1.17,1,29.93327325,"24,040",0.24,23.87,,,,,,,,
SD,South Dakota,1,01,,0,0,SD01R,SD1R,3,H8SD01055,253895,580645.11,0.44,0,0,"Dustin ""Dusty""",Johnson,"Dustin ""Dusty"" Johnson","Johnson, Dustin ""Dusty""",R,dustyjohnson,294,n/a,0.61,1,29.93327325,"47,120",0.47,46.79,,,"202,695",60.33%,,,W,
TN,Tennessee,1,01,,0,1,TN01D,TN1D,1,H8TN01079,5946,5945.56,1.00,0,0,Marty,Olsen,Marty Olsen,"Olsen, Marty",D,martyo4congress,5000,n/a,-1.73,1,48.22044888,"13,313",1.00,100.00,,,"47,138",21.02%,,,,
TX,Texas,22,22,,0,1,TX22R,TX22R,4,H8TX22107,191540,191540.04,1.00,1,1,Pete,Olson,Pete Olson,"Olson, Pete",R,PeteOlson,3044,0.549,0.99,1,25.70461725,"35,918",0.78,78.41,,,"152,750",51.36%,,,W,
TN,Tennessee,1,01,,0,1,TN01R,TN1R,4,H8TN01087,7287,38278.59,0.19,0,1,Todd A.,McKinley,Todd A. McKinley,"McKinley, Todd A.",R,todd4house,4129,n/a,0.65,1,18.82380013,"16,175",0.17,16.67,,,,,,,,
TN,Tennessee,2,02,,0,1,TN02D,TN2D,3,H8TN02101,14402,26202.63,0.55,0,0,Joshua,Williams,Joshua Williams,"Williams, Joshua",D,tnjoshwilliams,760,n/a,-2.74,1,51.33,"7,077",0.23,23.07,,,,,,,,
TN,Tennessee,2,02,,0,1,TN02D,TN2D,3,H8TN02176,11801,26202.63,0.45,0,0,Renee,Hoyos,Renee Hoyos,"Hoyos, Renee",D,RVHoyos,1926,n/a,-1.49,1,51.33,"22,220",0.72,72.43,,,"86,668",33.06%,,,,
TN,Tennessee,2,02,,0,1,TN02R,TN2R,4,H8TN02127,203221,291490.43,0.70,0,0,Jimmy,Matlock,Jimmy Matlock,"Matlock, Jimmy",R,jimmymatlocktn,1213,n/a,1.23,1,19.04588078,"35,855",0.36,36.09,,,,,,,,
TN,Tennessee,2,02,,0,1,TN02R,TN2R,4,H8TN02119,88269,291490.43,0.30,0,0,Tim,Burchett,Tim Burchett,"Burchett, Tim",R,timburchett,1688,n/a,1.03,1,19.04588078,"47,875",0.48,48.19,,,"172,856",65.94%,,,W,
TN,Tennessee,3,03,,0,1,TN03D,TN3D,1,H8TN03208,3148,3147.88,1.00,0,0,Danielle,Mitchell,Danielle Mitchell,"Mitchell, Danielle",D,dmmd4tncongress,790,n/a,-2.09,1,47.33323572,"30,927",1.00,100.00,,,"84,731",34.48%,,,,
OH,Ohio,2,02,,0,1,OH02R,OH2R,1,H2OH02085,14423,14423.37,1.00,1,1,Brad,Wenstrup,Brad Wenstrup,"Wenstrup, Brad",R,bradwenstrup,1371,0.551,1.01,1,26.76767621,"45,508",1.00,100.00,,,"166,714",57.55%,,,W,
TN,Tennessee,4,04,,0,1,TN04D,TN4D,3,H8TN04107,9434,49639.49,0.19,0,0,Christopher J.,Hale,Christopher J. Hale,"Hale, Christopher J.",D,chrisjollyhale,5000,n/a,-1.08,1,47.94813218,"11,309",0.35,34.72,,,,,,,,
TN,Tennessee,4,04,,0,1,TN04D,TN4D,3,H8TN04099,34047,49639.49,0.69,0,0,Mariah,Phillips,Mariah Phillips,"Phillips, Mariah",D,MariahNPhillips,504,n/a,-2.51,1,47.94813218,"15,474",0.48,47.51,,,"78,065",33.58%,,,,
TN,Tennessee,4,04,,0,1,TN04D,TN4D,3,H6TN04200,6159,49639.49,0.12,0,0,Steven,Reynolds,Steven Reynolds,"Reynolds, Steven",D,reynolds4rep,5000,n/a,-2.19,1,47.94813218,"5,788",0.18,17.77,,,,,,,,
TN,Tennessee,4,04,,0,1,TN04R,TN4R,2,H8TN04081,5203,10554.80,0.49,0,1,Jack,Maddux,Jack Maddux,"Maddux, Jack",R,JackMaddux,516,n/a,1.16,1,19.49427481,"26,580",0.30,30.01,,,,,,,,
NC,North Carolina,10,10,,0,0,NC10R,NC10R,6,H4NC10047,84022,84021.57,1.00,1,1,Patrick,McHenry,Patrick McHenry,"McHenry, Patrick",R,PatrickMcHenry,3604,0.552,1.38,1,26.36781429,"34,173",0.71,70.72,,,"164,969",59.29%,,,W,
KS,Kansas,3,03,,0,0,KS03R,KS3R,3,H0KS03137,170146,176907.18,0.96,1,1,Kevin,Yoder,Kevin Yoder,"Yoder, Kevin",R,KevinYoder,1663,0.558,0.97,1,28.92943337,"53,130",0.68,68.14,,,"139,762",43.91%,,,,
TN,Tennessee,5,05,,0,1,TN05R,TN5R,2,H8TN05294,19097,94106.11,0.20,0,0,Glen,Dean,Glen Dean,"Dean, Glen",R,n/a,0,n/a,n/a,1,21.42487644,"16,107",0.44,44.20,,,,,,,,
TN,Tennessee,5,05,,0,1,TN05R,TN5R,2,H6TN05314,75009,94106.11,0.80,0,0,Jody M.,Ball,Jody M. Ball,"Ball, Jody M.",R,jballcampaign,286,n/a,0.66,1,21.42487644,"20,321",0.56,55.76,,,"84,317",32.15%,,,,
TN,Tennessee,6,06,,0,1,TN06D,TN6D,4,H8TN06144,3761,27479.11,0.14,0,0,Merrilee,Wineinger,Merrilee Wineinger,"Wineinger, Merrilee",D,MerrileeMW,371,n/a,-2.16,1,46.45220501,"6,827",0.22,22.06,,,,,,,,
TN,Tennessee,6,06,,0,1,TN06D,TN6D,4,H8TN06128,4647,27479.11,0.17,0,0,Dawn,Barlow,Dawn Barlow,"Barlow, Dawn",D,n/a,0,n/a,n/a,1,46.45220501,"16,881",0.55,54.55,,,"70,370",28.29%,,,,
TN,Tennessee,6,06,,0,1,TN06D,TN6D,4,H8TN06169,19070,27479.11,0.69,0,0,Christopher Martin,Finley,Christopher Martin Finley,"Finley, Christopher Martin",D,n/a,0,n/a,n/a,1,46.45220501,"4,654",0.15,15.04,,,,,,,,
TN,Tennessee,6,06,,0,1,TN06R,TN6R,5,H8TN06102,342379,765532.49,0.45,0,0,Bob,Corlew,Bob Corlew,"Corlew, Bob",R,bobcorlewtn,859,n/a,0.93,1,18.65266323,"33,091",0.31,31.18,,,,,,,,
TN,Tennessee,6,06,,0,1,TN06R,TN6R,5,H8TN06094,409847,765532.49,0.54,0,0,John,Rose,John Rose,"Rose, John",R,JohnRoseforTN,613,0.681,1.09,1,18.65266323,"43,797",0.41,41.27,,,"172,810",69.47%,,,W,
TN,Tennessee,6,06,,0,1,TN06R,TN6R,5,H8TN06086,13307,765532.49,0.02,0,0,Judd,Matheny,Judd Matheny,"Matheny, Judd",R,MathenyJudd,0,n/a,n/a,1,18.65266323,"16,758",0.16,15.79,,,,,,,,
TN,Tennessee,7,07,,0,1,TN07D,TN7D,2,H8TN07068,25887,31108.57,0.83,0,0,Justin,Kanew,Justin Kanew,"Kanew, Justin",D,Kanew,3970,n/a,-1.38,1,47.75266106,"21,315",0.62,62.10,,,"81,661",32.10%,,,,
TN,Tennessee,7,07,,0,1,TN07D,TN7D,2,H8TN07100,5221,31108.57,0.17,0,0,Matt,Reel,Matt Reel,"Reel, Matt",D,n/a,0,n/a,n/a,1,47.75266106,"13,006",0.38,37.90,,,,,,,,
TN,Tennessee,7,07,,0,1,TN07R,TN7R,1,H8TN07076,58467,58466.98,1.00,0,0,Mark E.,Green,Mark E. Green,"Green, Mark E.",R,drmarkgreen4tn,5000,n/a,1.17,1,20.09192377,"83,314",1.00,100.00,,,"170,071",66.86%,,,W,
TN,Tennessee,8,08,,0,1,TN08D,TN8D,2,H6TN08250,2072,4807.47,0.43,0,0,Erika Stotts,Pearson,Erika Stotts Pearson,"Pearson, Erika Stotts",D,erika_stotts,2,n/a,n/a,1,48.8945083,"17,137",0.50,50.43,,,"74,755",30.10%,,,,
TN,Tennessee,8,08,,0,1,TN08D,TN8D,2,H8TN08108,2736,4807.47,0.57,0,0,John,Boatner,John Boatner,"Boatner, John",D,VoteBoatner,118,n/a,0.45,1,48.8945083,"16,847",0.50,49.57,,,,,,,,
TN,Tennessee,8,08,,0,1,TN08R,TN8R,3,H6TN08169,1000015,1355735.10,0.74,0,1,"George S., Jr.",Flinn,George S. Flinn,"Flinn, George S., Jr.",R,GeorgeFlinn,297,n/a,0.58,1,17.86265528,"40,903",0.40,39.67,,,,,,,,
NC,North Carolina,9,09,,0,0,NC09R,NC9R,3,H2NC09134,116728,181946.12,0.64,1,1,Robert,Pittenger,Robert Pittenger,"Pittenger, Robert",R,RobertPittenger,512,0.561,1.03,1,26.62248284,"16,474",0.46,46.22,,,,,,,**,"**  The November 6, 2018, general election results for the 9th Congressional District were not certified.  On February 21, 2019, the State Board of Elections ordered a new election be held in Congressional District 9 pursuant to its authority under North Carolina G.S.§163A-1181.  State law required that a new primary be held.  The State Board met on March 4, 2019, and voted unanimously to approve the calendar for the new election:  primary elections on May 14, 2019, with runoff elections held on September 10, 2019, if necessary.  Since a runoff was not necessary, the general election was held on September 10, 2019.  The official results of the 2019 NC/09 special primary and general elections are provided on the next tab in this file."
GA,Georgia,8,08,,0,1,GA08R,GA8R,1,H0GA08099,16591,16591.29,1.00,1,1,Austin,Scott,Austin Scott,"Scott, Austin",R,AustinScott4GA,706,0.569,1.1,1,21.39054264,"41,467",1.00,100.00,,,"198,152",99.72%,,,W,
TN,Tennessee,9,09,,0,1,TN09R,TN9R,1,H8TN09114,8684,8683.80,1.00,0,0,Charlotte,Bergmann,Charlotte Bergmann,"Bergmann, Charlotte",R,electbergmann,2626,n/a,1.08,1,20.69325153,"17,971",1.00,100.00,,,"34,901",19.23%,,,,
TX,Texas,1,01,,0,1,TX01D,TX1D,2,H2TX01062,7275,20915.62,0.35,0,0,Shirley J.,McKellar,Shirley J. McKellar,"McKellar, Shirley J.",D,vote4mckellar,2170,n/a,-2.17,1,48.86734694,"9,234",0.61,61.04,,,"61,263",26.32%,,,,
TX,Texas,1,01,,0,1,TX01D,TX1D,2,H8TX01044,13640,20915.62,0.65,0,0,Brent,Beal,Brent Beal,"Beal, Brent",D,bbealpolitics,424,n/a,-2.35,1,48.86734694,"5,895",0.39,38.96,,,,,,,,
OH,Ohio,1,01,,0,1,OH01R,OH1R,2,H8OH01043,10470,10470.19,1.00,1,1,Steve,Chabot,Steve Chabot,"Chabot, Steve",R,SteveChabot,90,0.572,1.18,1,25.86761134,"41,298",0.83,83.23,,,"154,409",51.32%,,,W,
TX,Texas,2,02,,0,1,TX02D,TX2D,5,H8TX02091,13666,132316.81,0.10,0,0,J. Darnell,Jones,J. Darnell Jones,"Jones, J. Darnell",D,n/a,0,n/a,n/a,1,58.16551724,"6,336",0.22,22.08,,,,,,,,
TX,Texas,2,02,,0,1,TX02D,TX2D,5,H8TX02067,118651,132316.81,0.90,0,0,Todd,Litton,Todd Litton,"Litton, Todd",D,toddlitton,311,n/a,-2.69,1,58.16551724,"15,152",0.53,52.81,,,"119,992",45.56%,,,,
TX,Texas,2,02,,0,1,TX02R,TX2R,5,H8TX02166,85252,4277137.45,0.02,0,0,Dan,Crenshaw,Dan Crenshaw,"Crenshaw, Dan",R,DanCrenshawTX,812,n/a,0.69,1,23.88954248,"12,679",0.27,27.42,"20,392",69.84%,"139,188",52.84%,,,W,
TX,Texas,2,02,,0,1,TX02R,TX2R,5,H8TX02141,3903956,4277137.45,0.91,0,0,Kathaleen,Wall,Kathaleen Wall,"Wall, Kathaleen",R,WallforTX,617,n/a,1.15,1,23.88954248,"12,524",0.27,27.08,,,,,,,,
TX,Texas,2,02,,0,1,TX02R,TX2R,5,H8TX02117,287929,4277137.45,0.07,0,0,Kevin,Roberts,Kevin Roberts,"Roberts, Kevin",R,kevinrobertstx,1724,n/a,1.06,1,23.88954248,"15,273",0.33,33.03,"8,808",30.16%,,,,,,
TX,Texas,3,03,,0,1,TX03D,TX3D,4,H8TX03099,31270,49206.29,0.64,0,0,Lorie,Burch,Lorie Burch,"Burch, Lorie",D,LorieB4Congress,392,n/a,-1.41,1,59.92051282,"15,519",0.50,49.61,"9,377",75.02%,"138,234",44.23%,,,,
TX,Texas,3,03,,0,1,TX03D,TX3D,4,H8TX03107,12082,49206.29,0.25,0,0,Sam,Johnson,Sam Johnson,"Johnson, Sam",D,SamsPressShop,137,0.61,1.06,1,59.92051282,"8,971",0.29,28.68,"3,123",24.98%,,,,,,
TX,Texas,3,03,,0,1,TX03D,TX3D,4,H8TX03156,5854,49206.29,0.12,0,0,Adam P.,Bell,Adam P. Bell,"Bell, Adam P.",D,voteadambell,563,n/a,-2.22,1,59.92051282,"5,617",0.18,17.96,,,,,,,,
TX,Texas,3,03,,0,1,TX03R,TX3R,3,H8TX03123,237574,237573.74,1.00,0,0,Van ,Taylor,Van  Taylor,"Taylor, Van ",R,vantaylortx,1855,n/a,1.2,1,25.32516199,"45,650",0.85,84.68,,,"169,520",54.24%,,,W,
TX,Texas,4,04,,0,1,TX04D,TX4D,2,H8TX04162,2989,6553.37,0.46,0,0,Catherine,Krantz,Catherine Krantz,"Krantz, Catherine",D,Krantz4Congress,1335,n/a,-2.36,1,47.12741935,"9,040",0.69,68.62,,,"57,400",23.03%,,,,
TX,Texas,4,04,,0,1,TX04D,TX4D,2,H8TX04170,3564,6553.37,0.54,0,0,Lander,Bethel,Lander Bethel,"Bethel, Lander",D,n/a,0,n/a,n/a,1,47.12741935,"4,134",0.31,31.38,,,,,,,,
TX,Texas,17,17,,0,1,TX17R,TX17R,1,H0TX17104,27891,27891.47,1.00,1,1,Bill,Flores,Bill Flores,"Flores, Bill",R,Flores4Congress,2128,0.573,1.38,1,22.42517007,"44,388",1.00,100.00,,,"134,841",56.81%,,,W,
TX,Texas,5,05,,0,1,TX05D,TX5D,1,H8TX05086,14850,14850.10,1.00,0,0,Dan,Wood,Dan Wood,"Wood, Dan",D,n/a,0,n/a,n/a,1,53.33123732,"16,923",1.00,100.00,,,"78,666",37.55%,,,,
TX,Texas,5,05,,0,1,TX05R,TX5R,8,H8TX05110,29686,355976.19,0.08,0,0,Sam,Deen,Sam Deen,"Deen, Sam",R,samdeentx,10,n/a,1.1,1,21.57266388,"10,051",0.17,17.16,,,,,,,,
TX,Texas,5,05,,0,1,TX05R,TX5R,8,H8TX05128,240718,355976.19,0.68,0,0,Bunni,Pounds,Bunni Pounds,"Pounds, Bunni",R,bunnipounds,1574,n/a,1.11,1,21.57266388,"12,851",0.22,21.95,"15,634",45.99%,,,,,,
TX,Texas,5,05,,0,1,TX05R,TX5R,8,H8TX05144,85571,355976.19,0.24,0,0,Lance,Gooden,Lance Gooden,"Gooden, Lance",R,Lancegooden,2412,0.73,0.94,1,21.57266388,"17,551",0.30,29.97,"18,364",54.01%,"130,617",62.34%,,,W,
TX,Texas,6,06,,0,1,TX06D,TX6D,5,H6TX06203,9254,63055.95,0.15,0,0,Ruby Faye,Woolridge,Ruby Faye Woolridge,"Woolridge, Ruby Faye",D,RubyForCongress,5000,n/a,-0.71,1,55.33522205,"10,895",0.37,36.95,"5,398",46.88%,,,,,,
TX,Texas,6,06,,0,1,TX06D,TX6D,5,H8TX06183,53802,63055.95,0.85,0,0,Jana Lynne,Sanchez,Jana Lynne Sanchez,"Sanchez, Jana Lynne",D,janasanchez,5000,n/a,-1.44,1,55.33522205,"10,880",0.37,36.90,"6,117",53.12%,"116,350",45.44%,,,,
TX,Texas,6,06,,0,1,TX06R,TX6R,10,H8TX06266,34833,70339.06,0.50,0,0,"J.K. ""Jake""",Ellzey,"J.K. ""Jake"" Ellzey","Ellzey, J.K. ""Jake""",R,jakeellzey,209,n/a,1.35,1,22.31962617,"9,999",0.22,21.76,"11,711",47.83%,,,,,,
TX,Texas,6,06,,0,1,TX06R,TX6R,10,H8TX06233,35506,70339.06,0.50,0,0,Ron,Wright,Ron Wright,"Wright, Ron",R,ron4congress,72,0.73,3.58,1,22.31962617,"20,750",0.45,45.15,"12,775",52.17%,"135,961",53.10%,,,W,
TX,Texas,7,07,,0,1,TX07D,TX7D,7,H8TX07132,292517,1236031.11,0.24,0,0,Jason,Westin,Jason Westin,"Westin, Jason",D,DrJasonWestin,2877,n/a,-1.66,1,60.38778195,"6,375",0.19,19.16,,,,,,,,
TX,Texas,7,07,,0,1,TX07D,TX7D,7,H8TX07140,214861,1236031.11,0.17,0,0,Lizzie Pannill,Fletcher,Lizzie Pannill Fletcher,"Fletcher, Lizzie Pannill",D,Lizzie4Congress,590,n/a,-2.3,1,60.38778195,"9,768",0.29,29.36,"11,506",67.12%,"127,959",52.53%,,,W,
TX,Texas,7,07,,0,1,TX07D,TX7D,7,H8TX07124,477016,1236031.11,0.39,0,0,Alex,Triantaphyllis,Alex Triantaphyllis,"Triantaphyllis, Alex",D,AlexTforTexas,904,n/a,-2.02,1,60.38778195,"5,234",0.16,15.73,,,,,,,,
TX,Texas,7,07,,0,1,TX07D,TX7D,7,H8TX07116,251637,1236031.11,0.20,0,0,Laura,Moser,Laura Moser,"Moser, Laura",D,lcmoser,3736,n/a,-1.44,1,60.38778195,"8,099",0.24,24.34,"5,637",32.88%,,,,,,
TX,Texas,26,26,,0,1,TX26R,TX26R,2,H2TX26093,334107,361570.48,0.92,1,1,Michael C.,Burgess,Michael C. Burgess,"Burgess, Michael C.",R,michaelcburgess,2073,0.577,0.7,1,24.6414496,"42,556",0.77,76.99,,,"185,551",59.38%,,,W,
TX,Texas,7,07,,0,1,TX07R,TX7R,2,H8TX07173,18058,139571.74,0.13,0,1,Edward,Ziegler,Edward Ziegler,"Ziegler, Edward",R,n/a,0,n/a,n/a,1,23.98364198,"9,117",0.24,23.89,,,,,,,,
TX,Texas,8,08,,0,1,TX08D,TX8D,1,H8TX08080,4765,4764.92,1.00,0,0,Steven,David,Steven David,"David, Steven",D,stevedavid,1127,n/a,-1.88,1,52.99861432,"13,183",1.00,100.00,,,"67,930",24.87%,,,,
WV,West Virginia,2,02,,0,0,WV02R,WV2R,1,H4WV02080,12210,12210.10,1.00,1,1,Alex X.,Mooney,Alex X. Mooney,"Mooney, Alex X.",R,MooneyforWV,286,0.578,3.01,0,30.05687885,"36,724",1.00,100.00,,,"110,504",53.96%,,,W,
TN,Tennessee,4,04,,0,1,TN04R,TN4R,2,H0TN04195,5351,10554.80,0.51,1,1,Scott,DesJarlais,Scott DesJarlais,"DesJarlais, Scott",R,tndesjarlais,111,0.58,0.84,1,19.49427481,"61,994",0.70,69.99,,,"147,323",63.38%,,,W,
TX,Texas,10,10,,0,1,TX10D,TX10D,6,H8TX10110,12729,32392.87,0.39,0,0,Mike,Siegel,Mike Siegel,"Siegel, Mike",D,SiegelForTexas,1209,n/a,-2.82,0,59.00791269,"15,511",0.40,40.00,"12,333",69.82%,"144,034",46.79%,,,,
TX,Texas,10,10,,0,1,TX10D,TX10D,6,H2TX10113,12922,32392.87,0.40,0,0,Tawana,Walter-Cadien,Tawana Walter-Cadien,"Walter-Cadien, Tawana",D,cadien4congress,690,n/a,-2.58,1,59.00791269,"6,963",0.18,17.96,"5,330",30.18%,,,,,,
TX,Texas,10,10,,0,1,TX10D,TX10D,6,H8TX10102,6742,32392.87,0.21,0,0,Tami,Walker,Tami Walker,"Walker, Tami",D,walkerfortx10,291,n/a,-1.62,1,59.00791269,"6,033",0.16,15.56,,,,,,,,
TX,Texas,10,10,,0,1,TX10R,TX10R,2,H8TX10169,0,94387.64,0.00,0,1,John W.,Cook,John W. Cook,"Cook, John W.",R,n/a,0,n/a,n/a,1,23.93745583,"10,458",0.20,19.90,,,,,,,,
GA,Georgia,1,01,,0,1,GA01R,GA1R,1,H4GA01039,295019,295019.28,1.00,1,1,"Earl L. ""Buddy""",Carter,"Earl L. ""Buddy"" Carter","Carter, Earl L. ""Buddy""",R,repbuddycarter,324,0.581,0.94,1,22.26029748,"35,552",1.00,100.00,,,"144,741",57.74%,,,W,
TX,Texas,11,11,,0,1,TX11D,TX11D,2,H8TX11100,7460,7459.63,1.00,0,0,Jennie Lou,Leeder,Jennie Lou Leeder,"Leeder, Jennie Lou",D,JennieLouLeeder,2678,n/a,-2.2,1,48.52705882,"7,273",0.83,82.91,,,"40,631",18.44%,,,,
TX,Texas,11,11,,0,1,TX11D,TX11D,2,H8TX11118,0,7459.63,0.00,0,0,Eric,Pfalzgraf,Eric Pfalzgraf,"Pfalzgraf, Eric",D,EBPfalzgraf,46,n/a,n/a,1,48.52705882,"1,499",0.17,17.09,,,,,,,,
